-2.782355993986129761e-03,3.900840878486633301e-03,2.901589274406433105e-01,1.453030556440353394e-01,9.725492447614669800e-02,9.812300205230712891e-01,-8.133973926305770874e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.817445456981658936e-01,2.567074596881866455e-01,1.189286559820175171e-01,-1.189286559820175171e-01,-1.458080261945724487e-01,-5.165054798126220703e-01,1.161102205514907837e-02,-1.161102205514907837e-02,-1.675462275743484497e-01,1.560386121273040771e-01,-1.936142742633819580e-01,9.434485435485839844e-02,4.664336889982223511e-02,1.069368328899145126e-02,1.034572198987007141e-01,2.956020236015319824e-01,-1.799997091293334961e-01,1.856203749775886536e-02,1.281430870294570923e-01,-1.582926064729690552e-01,1.100228130817413330e-01,-3.275353610515594482e-01,2.757775485515594482e-01
-1.857827790081501007e-02,4.926433786749839783e-03,2.903452217578887939e-01,1.546541005373001099e-01,1.245317980647087097e-01,9.773865938186645508e-01,-7.272847741842269897e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.050788819789886475e-02,3.457278013229370117e-01,1.046363785862922668e-01,-1.046363785862922668e-01,-2.957520186901092529e-01,-4.037162959575653076e-01,3.098204918205738068e-02,-3.098204918205738068e-02,-1.785327941179275513e-01,2.660740017890930176e-01,-1.513570398092269897e-01,-7.194843143224716187e-02,6.313017755746841431e-02,2.310662902891635895e-02,2.201026678085327148e-01,2.458110153675079346e-01,-1.800000071525573730e-01,-7.482836395502090454e-02,2.781252264976501465e-01,-2.852367758750915527e-01,7.026939094066619873e-02,-5.172509551048278809e-01,5.462809205055236816e-01
-3.686629980802536011e-02,5.940024740993976593e-03,2.923775613307952881e-01,1.444202810525894165e-01,1.210150420665740967e-01,9.801999330520629883e-01,-6.087878718972206116e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.340069971978664398e-02,3.292272686958312988e-01,1.238348558545112610e-01,-1.238348558545112610e-01,-2.955480813980102539e-01,-3.661182820796966553e-01,6.522340327501296997e-02,-6.522340327501296997e-02,-1.546350717544555664e-01,2.539726793766021729e-01,-1.082498580217361450e-01,-1.242731213569641113e-01,3.958326578140258789e-02,1.461397670209407806e-02,2.460738718509674072e-01,2.363728582859039307e-01,-1.800000071525573730e-01,-4.526229575276374817e-03,3.288532793521881104e-01,-3.141312599182128906e-01,3.696767240762710571e-02,-4.666417539119720459e-01,5.864413380622863770e-01
-5.615819990634918213e-02,4.455785732716321945e-03,2.975098788738250732e-01,1.256658434867858887e-01,9.792862832546234131e-02,9.864146709442138672e-01,-4.005280882120132446e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.800494082272052765e-02,2.340129464864730835e-01,1.952261179685592651e-01,-1.952261179685592651e-01,-2.563410699367523193e-01,-3.384756147861480713e-01,6.004356220364570618e-02,-6.004356220364570618e-02,-9.974796324968338013e-02,2.306194603443145752e-01,-7.699275761842727661e-02,-1.699628084897994995e-01,3.923840820789337158e-02,1.217456627637147903e-02,2.469480782747268677e-01,2.283229827880859375e-01,-1.800000071525573730e-01,7.239432632923126221e-02,3.763014078140258789e-01,-3.251478672027587891e-01,2.863134071230888367e-02,-3.434596955776214600e-01,5.845469236373901367e-01
-7.499989867210388184e-02,2.592295175418257713e-03,3.028863966464996338e-01,1.136889010667800903e-01,7.319872826337814331e-02,9.905721545219421387e-01,-2.198962122201919556e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.395164780318737030e-02,9.981966763734817505e-02,2.952070534229278564e-01,-2.952070534229278564e-01,-2.219528406858444214e-01,-2.850790321826934814e-01,3.512964025139808655e-02,-3.512964025139808655e-02,-5.298998579382896423e-02,2.335014939308166504e-01,-3.313139826059341431e-02,-2.072604149580001831e-01,5.309421569108963013e-02,-4.289451986551284790e-03,2.407584935426712036e-01,2.129995971918106079e-01,-1.800000071525573730e-01,1.276204586029052734e-01,4.458967149257659912e-01,-2.738394737243652344e-01,3.381641581654548645e-02,-2.913953959941864014e-01,3.911503851413726807e-01
-9.520039707422256470e-02,2.728215476963669062e-04,3.075750768184661865e-01,1.095323339104652405e-01,5.632099881768226624e-02,9.923531413078308105e-01,-8.115290664136409760e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.924237236380577087e-02,-2.181637845933437347e-02,3.972935080528259277e-01,-3.972935080528259277e-01,-2.164807617664337158e-01,-2.174578458070755005e-01,2.159108780324459076e-02,-2.159108780324459076e-02,-1.982560008764266968e-02,2.452900260686874390e-01,-2.846006676554679871e-02,-2.089142650365829468e-01,8.035147935152053833e-02,-2.099429722875356674e-03,2.198984175920486450e-01,2.259149849414825439e-01,-1.800000071525573730e-01,1.168703958392143250e-01,5.430028438568115234e-01,-2.157045453786849976e-01,4.639150202274322510e-02,-2.650382518768310547e-01,2.779223918914794922e-01
-1.160334795713424683e-01,-1.469701179303228855e-03,3.100743293762207031e-01,1.053885668516159058e-01,4.649211838841438293e-02,9.933317899703979492e-01,4.867528565227985382e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.753782138228416443e-03,-1.503343582153320312e-01,4.277281165122985840e-01,-4.277281165122985840e-01,-2.338708490133285522e-01,-1.621298491954803467e-01,2.886505797505378723e-02,-2.886505797505378723e-02,8.563535287976264954e-03,2.503110170364379883e-01,2.048460068181157112e-03,-1.939927637577056885e-01,7.320624589920043945e-02,1.128351036459207535e-02,2.019376605749130249e-01,2.568376064300537109e-01,-1.800000071525573730e-01,-6.628601253032684326e-02,9.202564358711242676e-01,-1.588491499423980713e-01,2.775378711521625519e-02,-2.362449467182159424e-01,1.960061043500900269e-01
-1.361043602228164673e-01,-3.062573960050940514e-03,3.093837499618530273e-01,1.026602536439895630e-01,3.547163680195808411e-02,9.939635992050170898e-01,1.546086650341749191e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.472379174083471298e-02,-2.737910151481628418e-01,3.673502802848815918e-01,-3.673502802848815918e-01,-2.475258558988571167e-01,-1.095325648784637451e-01,5.210553482174873352e-02,-5.210553482174873352e-02,3.074696473777294159e-02,2.511064410209655762e-01,3.777482360601425171e-02,-1.563564240932464600e-01,4.898709431290626526e-02,1.608533225953578949e-02,1.878634542226791382e-01,2.478561103343963623e-01,-1.800000071525573730e-01,-3.640064895153045654e-01,1.489999055862426758e+00,-9.024818986654281616e-02,1.637821458280086517e-02,-2.077179253101348877e-01,1.282978802919387817e-01
-1.557723283767700195e-01,-6.471846718341112137e-03,3.052592575550079346e-01,9.778679162263870239e-02,2.447306923568248749e-02,9.944257140159606934e-01,3.092458285391330719e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.421859487891197205e-02,-4.011512398719787598e-01,2.510880231857299805e-01,-2.510880231857299805e-01,-2.426754385232925415e-01,-8.388292789459228516e-02,1.045026555657386780e-01,-1.045026555657386780e-01,2.826530672609806061e-02,1.445805132389068604e-01,7.508949935436248779e-02,-4.193507879972457886e-02,4.777223244309425354e-02,-3.904667915776371956e-03,1.920909434556961060e-01,2.007284909486770630e-01,-1.800000071525573730e-01,-2.652706503868103027e-01,1.490000009536743164e+00,7.121683657169342041e-02,5.470498278737068176e-02,-1.402246057987213135e-01,5.367305502295494080e-02
-1.699256598949432373e-01,-1.014373078942298889e-02,3.029123246669769287e-01,1.116640344262123108e-01,-9.351117769256234169e-04,9.927082657814025879e-01,4.539407044649124146e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.436126187443733215e-02,-4.580669105052947998e-01,4.081474244594573975e-02,-4.081474244594573975e-02,-2.336485981941223145e-01,-1.814482547342777252e-02,1.380382776260375977e-01,-1.380382776260375977e-01,5.227798596024513245e-02,1.359666883945465088e-01,1.330639123916625977e-01,-3.992643672972917557e-03,4.750194028019905090e-02,-4.678192734718322754e-02,2.120134085416793823e-01,1.418887376785278320e-01,-1.800000071525573730e-01,-5.959506034851074219e-01,1.490000009536743164e+00,1.395710259675979614e-01,8.055929094552993774e-02,-7.708437740802764893e-02,2.416509576141834259e-02
